-0,-0.0033007,-0.66855,0.93971,-0.27116,0.0033007
-0,-0.0065388,-0.6662,0.94291,-0.2767,0.0065388
-0,-0.0097156,-0.66384,0.94594,-0.2821,0.0097156
-0,-0.012832,-0.66147,0.94882,-0.28735,0.012832
-0,-0.015889,-0.65909,0.95154,-0.29245,0.015889
-0,-0.018888,-0.6567,0.95412,-0.29743,0.018888
-0,-0.02183,-0.6543,0.95657,-0.30227,0.02183
-0,-0.024716,-0.6519,0.95888,-0.30698,0.024716
-0,-0.027547,-0.64951,0.96107,-0.31156,0.027547
-0,-0.030323,-0.64711,0.96314,-0.31603,0.030323
-0,-0.033047,-0.64472,0.9651,-0.32038,0.033047
-0,-0.035718,-0.64233,0.96695,-0.32462,0.035718
-0,-0.038339,-0.63995,0.9687,-0.32874,0.038339
-0,-0.040909,-0.63758,0.97034,-0.33276,0.040909
-0,-0.043429,-0.63522,0.9719,-0.33667,0.043429
-0,-0.045901,-0.63287,0.97336,-0.34049,0.045901
-0,-0.048326,-0.63054,0.97474,-0.34421,0.048326
-0,-0.050704,-0.62822,0.97604,-0.34783,0.050704
-0,-0.053037,-0.62591,0.97726,-0.35136,0.053037
-0,-0.055324,-0.62361,0.97841,-0.3548,0.055324
-0,-0.057567,-0.62134,0.97949,-0.35815,0.057567
-0,-0.059767,-0.61908,0.98049,-0.36142,0.059767
-0,-0.061925,-0.61684,0.98144,-0.3646,0.061925
-0,-0.064041,-0.61461,0.98232,-0.36771,0.064041
-0,-0.066116,-0.61241,0.98315,-0.37074,0.066116
-0,-0.06815,-0.61023,0.98392,-0.37369,0.06815
-0,-0.070146,-0.60806,0.98463,-0.37657,0.070146
-0,-0.072103,-0.60592,0.9853,-0.37938,0.072103
-0,-0.074022,-0.6038,0.98592,-0.38212,0.074022
-0,-0.075903,-0.6017,0.98649,-0.38479,0.075903
-0,-0.077748,-0.59962,0.98702,-0.3874,0.077748
-0,-0.079557,-0.59756,0.98751,-0.38994,0.079557
-0,-0.081332,-0.59553,0.98795,-0.39243,0.081332
-0,-0.083071,-0.59351,0.98836,-0.39485,0.083071
-0,-0.084777,-0.59152,0.98874,-0.39721,0.084777
-0,-0.086449,-0.58956,0.98908,-0.39952,0.086449
-0,-0.088089,-0.58762,0.98938,-0.40177,0.088089
-0,-0.089697,-0.58569,0.98966,-0.40397,0.089697
-0,-0.091273,-0.5838,0.98991,-0.40611,0.091273
-0,-0.092819,-0.58192,0.99013,-0.40821,0.092819
-0,-0.094334,-0.58007,0.99032,-0.41025,0.094334
-0,-0.09582,-0.57824,0.99049,-0.41225,0.09582
-0,-0.097276,-0.57644,0.99064,-0.4142,0.097276
-0,-0.098704,-0.57466,0.99076,-0.4161,0.098704
