Time,HipAngle,KneeAngle,AnkleAngle
0,0.262532735861847,-0.0196799602291712,-0.242852775632675
0.00671140939597315,0.304590195377408,-0.116813717171058,-0.187776478206351
0.0134228187919463,0.321155652349879,-0.163006197745241,-0.158149454604638
0.0201342281879195,0.332047605410856,-0.197893490326921,-0.134154115083935
0.0268456375838926,0.339903907835909,-0.226750372391156,-0.113153535444753
0.0335570469798658,0.345764477112039,-0.251655729900777,-0.0941087472112623
0.0402684563758389,0.350168354175634,-0.273686676057539,-0.0764816781180953
0.0469798657718121,0.353438326463585,-0.293487797701873,-0.059950528761712
0.0536912751677852,0.355786090058697,-0.311481479923498,-0.0443046101351989
0.0604026845637584,0.357359511043473,-0.327962429110994,-0.0293970819324793
0.0671140939597315,0.358266768648292,-0.343145959612287,-0.0151208090360049
0.0738255033557047,0.358589868788381,-0.357195021194711,-0.00139484759367009
0.0805369127516778,0.358392747038891,-0.370236405403064,0.0118436583641732
0.087248322147651,0.357726396362578,-0.38237100144445,0.0246446050818717
0.0939597315436242,0.356632255969202,-0.393680574357823,0.0370483183886215
0.100671140939597,0.355144532431225,-0.404232407717118,0.0490878752858933
0.10738255033557,0.353291837759102,-0.414082580274119,0.060790742515018
0.114093959731544,0.351098375184962,-0.423278338038311,0.0721799628533489
0.120805369127517,0.348584816471167,-0.431859849426153,0.083275032954986
0.12751677852349,0.345768963375235,-0.439861528742312,0.0940925653670772
0.134228187919463,0.342666254660618,-0.447313050771202,0.104646796110584
0.140939597315436,0.339290160366173,-0.454240139903964,0.114949979537792
0.147651006711409,0.335652492308518,-0.460665191748607,0.125012699440089
0.154362416107383,0.331763651340365,-0.466607768268781,0.134844116928416
0.161073825503356,0.327632826157468,-0.472084996035778,0.14445216987831
0.167785234899329,0.323268154484013,-0.477111889252605,0.153843734768592
0.174496644295302,0.318676854676364,-0.481701613629167,0.163024758952803
0.181208053691275,0.313865333788581,-0.485865703194541,0.17200036940596
0.187919463087248,0.308839276692605,-0.489614239231277,0.180774962538672
0.194630872483221,0.303603719777165,-0.49295599837888,0.189352278601715
0.201342281879195,0.29816311195108,-0.495898575356924,0.197735463405844
0.208053691275168,0.292521365072563,-0.498448484550008,0.205927119477446
0.214765100671141,0.286681895462863,-0.500611243770251,0.213929348307388
0.221476510067114,0.280647657802585,-0.502391442792977,0.221743784990392
0.228187919463087,0.27442117242505,-0.503792798693276,0.229371626268226
0.23489932885906,0.268004546793299,-0.504818199555595,0.236813652762296
0.241610738255034,0.261399491761191,-0.505469737756176,0.244070245994986
0.248322147651007,0.254607333063189,-0.505748733706462,0.251141400643273
0.25503355704698,0.247629018343377,-0.505655750677428,0.258026732334051
0.261744966442953,0.240465119914848,-0.505190601086062,0.264725481171214
0.268456375838926,0.233115833330187,-0.504352344404296,0.271236511074109
0.275167785234899,0.225580971736975,-0.503139276637152,0.277558304900177
0.281879194630872,0.217859955884266,-0.501548911100902,0.283688955216636
0.288590604026846,0.209951799531747,-0.499577950003564,0.289626150471817
0.295302013422819,0.201855089887354,-0.497222246078175,0.29536715619082
0.302013422818792,0.193567962555106,-0.49447675323131,0.300908790676204
0.308724832214765,0.185088070305127,-0.491335464829702,0.306247394524575
0.315436241610738,0.176412544772432,-0.487791337837062,0.31137879306463
0.322147651006711,0.167537949937281,-0.4838362005057,0.316298250568419
0.328859060402685,0.158460225920773,-0.479460640689264,0.321000414768491
0.335570469798658,0.149174621221651,-0.474653871027553,0.325479249805902
0.342281879194631,0.139675610992136,-0.469403566198113,0.329727955205977
0.348993288590604,0.129956798257259,-0.463695666042577,0.333738867785318
0.355704697986577,0.120010794059862,-0.45751413653126,0.337503342471399
0.36241610738255,0.109829071270454,-0.450840678043458,0.341011606773003
0.369127516778524,0.0994017851023617,-0.443654367043537,0.344252581941175
0.375838926174497,0.0887175510171454,-0.435931212521982,0.347213661504837
0.38255033557047,0.0777631673872535,-0.427643601934554,0.349880434547301
0.389261744966443,0.0665232655285837,-0.418759601864225,0.352236336335641
0.395973154362416,0.0549798627745172,-0.409242064748341,0.354262201973824
0.402684563758389,0.0431117839170645,-0.399047472321672,0.355935688404607
0.409395973154362,0.0308939005598006,-0.388124414864116,0.357230514304315
0.416107382550336,0.0182961132239929,-0.37641155593534,0.358115442711347
0.422818791946309,0.00528196122727391,-0.363834852634572,0.358552891407298
0.429530201342282,-0.00819332102970165,-0.350303668655972,0.358496989685674
0.436241610738255,-0.0221855977689338,-0.335705187338562,0.357890785107496
0.442953020134228,-0.0367659805204186,-0.319896114735694,0.356662095256113
0.449664429530201,-0.0520272358983846,-0.302689864481306,0.35471710037969
0.456375838926175,-0.0680941716109536,-0.28383578616763,0.351929957778584
0.463087248322148,-0.0851415236143455,-0.262983391411932,0.348124915026278
0.469798657718121,-0.103427290506479,-0.239615685422389,0.343042975928868
0.476510067114094,-0.123361892682586,-0.212910849017769,0.336272741700355
0.483221476510067,-0.145675918220512,-0.181406747165486,0.327082665385999
0.48993288590604,-0.171945342406538,-0.141950490216343,0.313895832622881
0.496644295302013,-0.207435373767995,-0.0840107421034004,0.291446115871395
0.503355704697987,-0.159552039221257,-0.181429878845551,0.340981918066808
0.51006711409396,-0.089668475887913,-0.311307847429381,0.400976323317294
0.516778523489933,-0.0405835344821759,-0.399340305533404,0.439923840015579
0.523489932885906,-0.000233582361596511,-0.469654557808389,0.469888140169986
0.530201342281879,0.0349250204964094,-0.529338257397549,0.494413236901139
0.536912751677852,0.0665233344568356,-0.581654247026795,0.515130912569959
0.543624161073825,0.0954735141092914,-0.628427921516382,0.532954407407091
0.550335570469799,0.122346898859585,-0.670803423178256,0.548456524318671
0.557046979865772,0.147529140491041,-0.709553910499732,0.562024770008691
0.563758389261745,0.17129472547993,-0.745230615557289,0.57393589007736
0.570469798657718,0.193846863582232,-0.778242633066082,0.58439576948385
0.577181208053691,0.215340602695763,-0.808903160941415,0.593562558245652
0.583892617449664,0.235897066443972,-0.837457985131388,0.601560918687417
0.590604026845638,0.255612659539066,-0.864103898702181,0.608491239163114
0.597315436241611,0.274565259521268,-0.889001092236904,0.614435832715636
0.604026845637584,0.292818520700307,-0.912281767070337,0.61946324637003
0.610738255033557,0.310424950274226,-0.934056291184188,0.623631340909962
0.61744966442953,0.327428160022516,-0.954417704437764,0.626989544415248
0.624161073825503,0.343864549075328,-0.973445084026543,0.629580534951215
0.630872483221476,0.359764584629702,-0.991206103809566,0.631441519179864
0.63758389261745,0.375153792549508,-1.00775901129019,0.632605218740679
0.644295302013423,0.390053534718487,-1.02315417591391,0.633100641195419
0.651006711409396,0.404481627039673,-1.03743531641061,0.632953689370941
0.657718120805369,0.41845283656698,-1.05064048411097,0.632187647543986
0.664429530201342,0.431979285704697,-1.06280285808555,0.630823572380851
0.671140939597315,0.445070784048792,-1.07395139325213,0.628880609203338
0.677852348993289,0.457735103217197,-1.08411135216436,0.626376248947161
0.684563758389262,0.469978206245825,-1.09330474367665,0.623326537430825
0.691275167785235,0.481804440366411,-1.10155068618163,0.619746245815216
0.697986577181208,0.493216699932444,-1.10886570903974,0.615649009107294
0.704697986577181,0.504216564716648,-1.11526400275803,0.611047438041384
0.711409395973154,0.514804417626979,-1.12075762614428,0.605953208517299
0.718120805369127,0.524979544978736,-1.12535667686532,0.600377131886588
0.724832214765101,0.53474022174776,-1.12906943043333,0.59432920868557
0.731543624161074,0.544083783662668,-1.13190245152787,0.587818667865202
0.738255033557047,0.553006687535179,-1.1338606806604,0.580853993125225
0.74496644295302,0.561504560848682,-1.13494749844382,0.573442937595139
0.751677852348993,0.569572241304706,-1.13516476910013,0.565592527795426
0.758389261744966,0.577203806747919,-1.13451286428986,0.557309057541942
0.76510067114094,0.584392595638703,-1.13299066784899,0.54859807221029
0.771812080536913,0.591131218006105,-1.13059556154928,0.539464343543173
0.778523489932886,0.597411556582083,-1.12732339153309,0.529911834951012
0.785234899328859,0.603224757579462,-1.12316841459312,0.519943657013656
0.791946308724832,0.608561210319275,-1.11812322294655,0.50956201262727
0.798657718120805,0.61341051462535,-1.11217864556801,0.498768130942655
0.805369127516778,0.617761434569332,-1.10532362346327,0.487562188893933
0.812080536912752,0.621601836748714,-1.09754505544937,0.475943218700651
0.818791946308725,0.624918610788873,-1.08882761000634,0.463908999217462
0.825503355704698,0.627697569144977,-1.07915349751606,0.451455928371087
0.832214765100671,0.629923322496797,-1.06850219561756,0.438578873120763
0.838926174496644,0.631579126018769,-1.05685011836449,0.42527099234572
0.845637583892617,0.632646690485203,-1.04417021720345,0.411523526718251
0.852348993288591,0.633105950418181,-1.03043149826369,0.397325547845513
0.859060402684564,0.63293477913386,-1.01559843572233,0.382663656588466
0.865771812080537,0.632108637345048,-0.999630254590905,0.367521617245857
0.87248322147651,0.630600137569116,-0.982480047429539,0.351879909860422
0.879194630872483,0.628378500420966,-0.964093677135208,0.335715176714241
0.885906040268456,0.625408870097422,-0.944408400384477,0.318999530287054
0.89261744966443,0.621651443659674,-0.923351120893128,0.301699677233453
0.899328859060403,0.617060349973616,-0.900836144145022,0.283775794171405
0.906040268456376,0.611582185884626,-0.876762248661111,0.265180062776485
0.912751677852349,0.605154073476921,-0.851008801413716,0.245854727936795
0.919463087248322,0.597701032774911,-0.823430505994688,0.225729473219777
0.926174496644295,0.589132350277649,-0.79385014420434,0.204717793926691
0.932885906040268,0.57933642994331,-0.762048284172458,0.182711854229148
0.939597315436242,0.568173269644811,-0.72774824092568,0.159574971280869
0.946308724832215,0.555463065962978,-0.690593295002561,0.135130229039583
0.953020134228188,0.540968184694486,-0.650110643737323,0.109142459042837
0.959731543624161,0.524363044787104,-0.605651180503567,0.0812881357164627
0.966442953020134,0.505180202496499,-0.556281675373646,0.0511014728771469
0.973154362416107,0.482704518149902,-0.500573121833878,0.0178686036839765
0.979865771812081,0.455736746829948,-0.436127932055172,-0.0196088147747762
0.986577181208054,0.421949761333347,-0.358292397305757,-0.0636573640275905
0.993288590604027,0.375376647275513,-0.255132893130859,-0.120243754144654
1,0.262532735861847,-0.0196799602291712,-0.242852775632675
